UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8260,55439,L,299.1,310.5,1471,38.4,146,0,No Failure
8261,37674,H,299.1,310.6,1332,48.0,148,0,No Failure
8262,37675,H,299.2,310.6,1434,48.4,153,0,No Failure
8263,55442,L,299.1,310.6,1921,23.9,158,0,No Failure
8264,37677,H,299.2,310.6,1704,30.6,160,0,No Failure
8265,23124,M,299.1,310.6,1397,49.5,165,0,No Failure
8266,37679,H,299.1,310.6,1791,28.0,168,0,No Failure
8267,55446,L,299.1,310.6,1818,24.1,173,0,No Failure
8268,55447,L,299.2,310.7,1540,36.3,175,0,No Failure
8269,23128,M,299.2,310.8,1502,39.8,177,0,No Failure
8270,37683,H,299.2,310.8,1761,30.4,180,0,No Failure
8271,23130,M,299.1,310.8,1517,38.4,185,0,No Failure
8272,55451,L,299.1,310.7,1309,51.1,188,0,No Failure
8273,55452,L,298.9,310.6,1363,52.6,190,0,No Failure
8274,23133,M,299.0,310.6,1787,22.2,192,0,No Failure
8275,55454,L,298.9,310.5,1640,29.2,195,0,No Failure
8276,23135,M,298.9,310.6,1720,25.3,197,0,No Failure
8277,55456,L,298.8,310.5,1384,52.8,200,0,No Failure
8278,37691,H,298.8,310.5,1294,55.8,202,0,No Failure
8279,55458,L,298.8,310.5,1464,46.4,207,0,No Failure
8280,55459,L,298.8,310.6,1803,25.4,209,0,No Failure
8281,55460,L,298.8,310.6,1602,39.1,211,0,No Failure
8282,37695,H,298.9,310.6,1519,38.8,213,0,No Failure
8283,23142,M,298.9,310.7,1638,33.6,218,0,No Failure
8284,37697,H,298.9,310.6,1615,33.0,221,0,No Failure
8285,55464,L,298.8,310.6,1651,33.3,0,0,No Failure
8286,55465,L,298.9,310.6,1387,52.7,2,0,No Failure
8287,23146,M,298.8,310.5,1678,32.8,4,0,No Failure
8288,55467,L,298.9,310.6,1585,38.1,7,0,No Failure
8289,23148,M,298.8,310.6,1640,33.8,9,0,No Failure
8290,55469,L,298.9,310.6,1406,43.8,12,0,No Failure
8291,23150,M,298.9,310.6,1679,35.8,14,0,No Failure
8292,55471,L,298.9,310.5,1717,26.9,17,0,No Failure
8293,37706,H,298.9,310.5,1429,39.9,19,0,No Failure
8294,23153,M,298.9,310.4,1533,44.4,24,0,No Failure
8295,23154,M,298.9,310.5,1525,38.5,27,0,No Failure
8296,55475,L,298.9,310.4,1739,26.3,30,0,No Failure
8297,55476,L,298.9,310.3,1436,39.0,32,0,No Failure
8298,23157,M,298.8,310.2,1595,33.1,34,0,No Failure
8299,37712,H,298.7,310.1,1435,45.6,37,0,No Failure
8300,55479,L,298.7,310.0,1637,31.8,42,0,No Failure
8301,55480,L,298.7,310.1,1558,37.6,44,0,No Failure
8302,23161,M,298.7,310.1,1644,34.1,46,0,No Failure
8303,55482,L,298.7,310.1,1641,31.1,49,0,No Failure
8304,55483,L,298.8,310.2,1504,41.0,51,0,No Failure
8305,23164,M,298.7,310.1,1506,50.7,53,0,No Failure
8306,37719,H,298.8,310.1,1380,44.0,56,0,No Failure
8307,23166,M,298.7,310.1,1549,42.5,61,0,No Failure
8308,23167,M,298.7,310.1,1402,69.7,64,1,Power Failure
8309,55488,L,298.7,310.1,1401,45.3,67,0,No Failure
8310,23169,M,298.7,310.0,1459,40.2,69,0,No Failure
8311,55490,L,298.7,309.9,1465,39.7,72,0,No Failure
8312,23171,M,298.8,310.0,1295,52.7,74,0,No Failure
8313,23172,M,298.8,310.0,1529,38.5,77,0,No Failure
8314,23173,M,298.8,310.0,1484,44.9,80,0,No Failure
8315,55494,L,298.8,309.9,1739,30.6,83,0,No Failure
8316,37729,H,298.7,309.8,1422,40.7,85,0,No Failure
8317,55496,L,298.8,309.8,1463,40.0,90,0,No Failure
8318,55497,L,298.7,309.7,1667,30.4,92,0,No Failure
8319,37732,H,298.7,309.7,1565,39.3,94,0,No Failure
8320,55499,L,298.7,309.7,1393,45.7,99,0,No Failure
8321,23180,M,298.8,309.7,1453,47.7,101,0,No Failure
8322,55501,L,298.8,309.6,1442,50.0,104,0,No Failure
8323,55502,L,298.7,309.6,1364,44.9,106,0,No Failure
8324,37737,H,298.7,309.5,1453,40.4,108,0,No Failure
8325,23184,M,298.7,309.5,1394,46.0,113,0,No Failure
8326,23185,M,298.7,309.5,1500,38.8,116,0,No Failure
8327,37740,H,298.6,309.5,1523,34.2,119,0,No Failure
8328,23187,M,298.7,309.6,1254,57.1,124,0,No Failure
8329,55508,L,298.6,309.5,1325,52.2,127,0,No Failure
8330,55509,L,298.8,309.7,1424,49.6,129,0,No Failure
8331,55510,L,298.8,309.7,1505,39.0,131,0,No Failure
8332,23191,M,298.8,309.7,1392,48.7,133,0,No Failure
8333,55512,L,298.8,309.7,1529,44.0,136,0,No Failure
8334,23193,M,298.8,309.7,1477,48.5,138,0,No Failure
8335,23194,M,298.8,309.7,1459,47.3,141,0,No Failure
8336,23195,M,299.0,309.8,2240,15.9,144,0,No Failure
8337,55516,L,298.9,309.7,1449,48.8,147,0,No Failure
8338,23197,M,298.8,309.7,1589,35.3,149,0,No Failure
8339,55518,L,298.8,309.7,1740,28.5,152,0,No Failure
8340,23199,M,298.8,309.7,1499,40.3,154,0,No Failure
8341,23200,M,298.8,309.7,1480,38.1,157,0,No Failure
8342,55521,L,298.8,309.7,1751,29.6,160,0,No Failure
8343,55522,L,298.7,309.7,1510,40.6,162,0,No Failure
8344,37757,H,298.8,309.8,1437,48.2,164,0,No Failure
8345,55524,L,298.8,309.7,1609,40.4,169,0,No Failure
8346,37759,H,298.8,309.8,1490,35.9,171,0,No Failure
8347,55526,L,298.7,309.7,1601,35.7,176,0,No Failure
8348,55527,L,298.7,309.6,1665,31.1,178,0,No Failure
8349,23208,M,298.7,309.6,1452,42.7,180,0,No Failure
8350,23209,M,298.7,309.5,1487,33.6,183,0,No Failure
8351,23210,M,298.7,309.6,1382,48.1,186,0,No Failure
8352,23211,M,298.7,309.6,1686,26.2,189,0,No Failure
8353,55532,L,298.6,309.6,1491,36.9,192,0,No Failure
8354,55533,L,298.7,309.6,1442,55.6,194,0,No Failure
8355,55534,L,298.6,309.6,1390,50.3,196,0,No Failure
8356,55535,L,298.7,309.6,1502,46.7,198,0,No Failure
8357,23216,M,298.6,309.6,1344,59.4,200,0,No Failure
8358,55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
8359,55538,L,298.7,309.7,1547,37.4,0,0,No Failure
8360,23219,M,298.6,309.6,1525,42.4,2,0,No Failure
8361,55540,L,298.6,309.6,1540,35.8,5,0,No Failure
8362,55541,L,298.6,309.5,1450,44.3,7,0,No Failure
8363,55542,L,298.6,309.6,1353,62.5,9,0,No Failure
8364,55543,L,298.8,309.7,1582,45.0,11,0,No Failure
8365,55544,L,298.9,309.8,1396,49.0,13,0,No Failure
8366,23225,M,298.8,309.8,1551,36.6,15,0,No Failure
8367,23226,M,298.9,309.8,1836,22.8,18,0,No Failure
8368,55547,L,298.9,309.8,1390,49.9,21,0,No Failure
8369,55548,L,298.9,309.8,1534,42.1,23,0,No Failure
8370,55549,L,298.8,309.7,1953,20.6,25,0,No Failure
8371,55550,L,298.8,309.8,1634,33.6,27,0,No Failure
8372,55551,L,298.7,309.7,1881,21.7,29,0,No Failure
8373,23232,M,298.8,309.7,1448,44.8,31,0,No Failure
8374,23233,M,298.7,309.7,1362,50.5,34,0,No Failure
8375,55554,L,298.8,309.7,1225,63.4,37,0,No Failure
8376,23235,M,298.8,309.6,1384,48.2,39,0,No Failure
8377,55556,L,298.8,309.8,1334,49.3,42,0,No Failure
8378,55557,L,298.8,309.7,1336,50.3,44,0,No Failure
8379,23238,M,298.8,309.9,1331,61.6,46,0,No Failure
8380,55559,L,298.8,309.9,1629,31.9,49,0,No Failure
8381,55560,L,298.9,310.0,1776,25.7,51,0,No Failure
8382,37795,H,298.8,310.0,1530,38.3,53,0,No Failure
8383,55562,L,298.9,310.0,1719,27.3,58,0,No Failure
8384,23243,M,298.8,309.9,1495,35.2,60,0,No Failure
8385,55564,L,298.8,309.7,1450,43.1,63,0,No Failure
8386,37799,H,298.8,309.8,1563,38.8,65,0,No Failure
8387,23246,M,298.9,309.9,1501,37.1,70,0,No Failure
8388,55567,L,298.8,309.9,1351,47.2,73,0,No Failure
8389,55568,L,298.9,309.9,1365,46.5,75,0,No Failure
8390,55569,L,298.8,309.9,1525,39.7,77,0,No Failure
8391,23250,M,298.8,309.8,1288,61.9,79,0,No Failure
8392,55571,L,298.6,309.6,1423,42.7,82,0,No Failure
8393,23252,M,298.5,309.6,1502,39.4,84,0,No Failure
8394,55573,L,298.5,309.5,1428,43.5,87,0,No Failure
8395,23254,M,298.6,309.5,1566,38.1,89,0,No Failure
8396,23255,M,298.5,309.5,1483,44.8,92,0,No Failure
8397,37810,H,298.6,309.6,1593,33.3,95,0,No Failure
8398,55577,L,298.5,309.6,1724,26.4,100,0,No Failure
8399,55578,L,298.5,309.7,2617,12.1,102,1,Power Failure
8400,55579,L,298.6,309.7,1294,59.4,104,0,No Failure
8401,55580,L,298.6,309.6,1533,40.7,106,0,No Failure
8402,37815,H,298.5,309.4,1671,31.8,108,0,No Failure
8403,55582,L,298.5,309.5,1370,52.4,113,0,No Failure
8404,55583,L,298.5,309.6,1462,45.1,115,0,No Failure
8405,55584,L,298.4,309.5,1545,36.6,117,0,No Failure
8406,23265,M,298.4,309.5,1484,41.7,119,0,No Failure
8407,23266,M,298.4,309.5,1344,45.3,122,0,No Failure
8408,55587,L,298.4,309.5,1357,50.1,125,0,No Failure
8409,23268,M,298.5,309.6,1572,33.0,127,0,No Failure
8410,55589,L,298.5,309.6,1861,26.9,130,0,No Failure
8411,55590,L,298.5,309.5,1548,44.5,132,0,No Failure
8412,55591,L,298.6,309.8,1496,37.7,134,0,No Failure
8413,23272,M,298.6,309.7,1314,49.7,136,0,No Failure
8414,23273,M,298.6,309.7,1422,49.7,139,0,No Failure
8415,55594,L,298.6,309.8,1842,20.1,142,0,No Failure
8416,23275,M,298.7,309.9,1434,53.0,144,0,No Failure
8417,23276,M,298.8,310.1,1585,31.3,147,0,No Failure
8418,37831,H,298.8,310.1,1704,30.7,150,0,No Failure
8419,55598,L,298.9,310.2,1971,23.2,155,0,No Failure
8420,55599,L,299.0,310.3,1431,39.9,157,0,No Failure
8421,55600,L,298.9,310.4,1546,37.7,159,0,No Failure
8422,55601,L,298.9,310.3,1496,36.3,161,0,No Failure
8423,37836,H,298.9,310.3,1243,63.0,163,0,No Failure
8424,55603,L,299.0,310.4,1452,46.2,168,0,No Failure
8425,55604,L,299.1,310.6,1380,44.7,170,0,No Failure
8426,55605,L,299.2,310.6,1567,38.4,172,0,No Failure
8427,55606,L,299.1,310.5,1628,35.9,174,0,No Failure
8428,55607,L,299.1,310.4,1505,46.1,176,0,No Failure
8429,23288,M,299.0,310.3,1827,28.0,178,0,No Failure
8430,55609,L,299.0,310.3,1577,40.0,181,0,No Failure
8431,55610,L,298.9,310.2,1304,57.2,183,0,No Failure
8432,37845,H,298.9,310.1,1324,54.6,185,0,No Failure
8433,55612,L,298.8,310.0,1537,39.9,190,0,No Failure
8434,23293,M,298.8,310.1,1501,48.7,192,0,No Failure
8435,23294,M,298.7,309.9,1654,29.1,195,0,No Failure
8436,23295,M,298.7,310.0,1519,38.1,198,0,No Failure
8437,55616,L,298.7,309.9,1371,51.3,201,0,No Failure
8438,55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
8439,55618,L,298.6,309.8,1469,42.8,205,0,No Failure
8440,55619,L,298.6,309.8,1637,34.6,207,0,No Failure
8441,55620,L,298.6,309.8,1370,56.0,0,0,No Failure
8442,55621,L,298.6,309.9,1630,30.6,2,0,No Failure
8443,55622,L,298.6,310.0,1517,39.0,4,0,No Failure
8444,23303,M,298.6,309.9,1668,32.3,6,0,No Failure
8445,23304,M,298.6,309.9,1818,24.9,9,0,No Failure
8446,23305,M,298.6,310.0,1541,36.9,12,0,No Failure
8447,55626,L,298.5,309.9,1482,42.1,15,0,No Failure
8448,55627,L,298.6,310.1,1439,49.9,17,0,No Failure
8449,55628,L,298.5,310.0,1492,41.2,19,0,No Failure
8450,55629,L,298.4,309.9,1725,27.8,21,0,No Failure
8451,55630,L,298.4,310.0,1559,44.2,23,0,No Failure
8452,55631,L,298.5,310.0,1435,42.5,25,0,No Failure
8453,23312,M,298.6,310.0,1512,37.5,27,0,No Failure
8454,55633,L,298.6,309.9,1564,37.1,30,0,No Failure
8455,55634,L,298.6,310.0,1522,40.3,32,0,No Failure
8456,55635,L,298.6,309.9,1356,59.5,34,0,No Failure
8457,55636,L,298.6,309.9,1556,38.6,36,0,No Failure
8458,55637,L,298.6,309.9,1393,45.5,38,0,No Failure
8459,55638,L,298.7,309.9,1753,26.8,40,0,No Failure
8460,55639,L,298.7,309.9,1651,29.5,42,0,No Failure
8461,55640,L,298.7,309.9,1372,54.7,44,0,No Failure
8462,55641,L,298.7,309.9,1446,43.3,46,0,No Failure
8463,23322,M,298.7,309.8,1501,44.7,48,0,No Failure
8464,23323,M,298.7,309.9,1411,45.1,51,0,No Failure
8465,37878,H,298.6,309.7,1672,27.5,54,0,No Failure
8466,23325,M,298.7,309.8,1475,40.5,59,0,No Failure
8467,55646,L,298.7,309.8,1469,38.4,62,0,No Failure
8468,55647,L,298.6,309.8,1704,28.3,64,0,No Failure
8469,37882,H,298.6,309.7,1463,39.1,66,0,No Failure
8470,23329,M,298.6,309.7,1280,64.1,71,0,No Failure
8471,55650,L,298.7,309.9,1464,38.0,74,0,No Failure
8472,55651,L,298.6,309.8,1332,46.4,76,0,No Failure
8473,55652,L,298.5,309.7,1634,37.8,78,0,No Failure
8474,23333,M,298.6,309.8,1430,43.1,80,0,No Failure
8475,23334,M,298.5,309.7,1523,44.6,83,0,No Failure
8476,23335,M,298.5,309.7,1557,37.7,86,0,No Failure
8477,55656,L,298.5,309.6,1585,32.2,89,0,No Failure
8478,37891,H,298.5,309.6,1579,33.5,91,0,No Failure
8479,23338,M,298.5,309.7,1354,60.8,96,0,No Failure
8480,55659,L,298.6,309.7,1627,33.4,99,0,No Failure
8481,55660,L,298.4,309.6,1477,35.6,101,0,No Failure
8482,23341,M,298.3,309.4,1595,29.0,103,0,No Failure
8483,55662,L,298.4,309.5,1520,38.1,106,0,No Failure
8484,55663,L,298.3,309.4,1618,31.5,108,0,No Failure
8485,55664,L,298.4,309.5,1397,50.3,110,0,No Failure
8486,55665,L,298.4,309.5,1450,47.9,112,0,No Failure
8487,23346,M,298.5,309.5,1501,40.2,114,0,No Failure
8488,55667,L,298.4,309.4,1392,50.1,117,0,No Failure
8489,55668,L,298.4,309.4,1385,43.2,119,0,No Failure
8490,55669,L,298.4,309.4,1461,46.3,121,0,No Failure
8491,23350,M,298.5,309.6,1364,58.7,123,0,No Failure
8492,55671,L,298.5,309.5,1579,38.6,126,0,No Failure
8493,23352,M,298.4,309.5,1514,38.8,128,0,No Failure
8494,23353,M,298.3,309.5,1560,36.9,131,0,No Failure
8495,55674,L,298.3,309.5,1542,36.7,134,0,No Failure
8496,55675,L,298.3,309.4,1668,27.1,136,0,No Failure
8497,23356,M,298.3,309.4,1816,22.6,138,0,No Failure
8498,23357,M,298.3,309.4,1509,34.2,141,0,No Failure
8499,55678,L,298.4,309.6,1479,37.8,144,0,No Failure
8500,55679,L,298.4,309.6,1655,30.2,146,0,No Failure
8501,55680,L,298.3,309.5,1711,30.3,148,0,No Failure
8502,55681,L,298.4,309.7,1581,34.6,150,0,No Failure
8503,37916,H,298.6,309.8,1279,55.9,152,0,No Failure
8504,55683,L,298.5,309.8,1468,40.9,157,0,No Failure
8505,55684,L,298.4,309.7,1419,41.3,159,0,No Failure
8506,55685,L,298.4,309.7,1530,38.6,161,0,No Failure
8507,55686,L,298.4,309.6,1710,27.3,163,1,No Failure
8508,55687,L,298.4,309.7,1518,39.8,165,0,No Failure
8509,23368,M,298.4,309.7,1679,33.3,167,0,No Failure
8510,23369,M,298.4,309.7,1870,22.5,170,0,No Failure
8511,55690,L,298.3,309.7,1484,44.3,173,0,No Failure
8512,55691,L,298.4,309.7,1457,44.2,175,0,No Failure
8513,37926,H,298.3,309.6,1546,36.2,177,0,No Failure
8514,23373,M,298.2,309.5,1478,36.5,182,0,No Failure
8515,55694,L,298.2,309.4,1447,47.1,185,0,No Failure
8516,55695,L,298.2,309.4,1443,45.4,187,0,No Failure
8517,55696,L,298.3,309.6,1527,30.9,189,0,No Failure
8518,23377,M,298.3,309.6,1469,54.8,191,0,No Failure
8519,23378,M,298.3,309.6,1681,27.1,194,0,No Failure
8520,55699,L,298.3,309.6,1420,44.1,197,0,No Failure
8521,23380,M,298.3,309.5,1543,49.9,199,0,No Failure
8522,55701,L,298.4,309.5,1376,50.4,202,0,No Failure
8523,37936,H,298.3,309.4,1631,29.8,0,0,No Failure
8524,37937,H,298.3,309.3,1529,41.7,5,0,No Failure
8525,55704,L,298.3,309.4,1468,46.2,10,0,No Failure
8526,55705,L,298.3,309.4,1378,52.3,12,0,No Failure
8527,55706,L,298.3,309.3,1401,51.9,14,0,No Failure
8528,55707,L,298.4,309.3,1531,37.4,16,0,No Failure
8529,55708,L,298.4,309.3,1512,35.8,18,0,No Failure
8530,23389,M,298.5,309.4,1522,47.4,20,0,No Failure
8531,23390,M,298.5,309.3,1615,31.8,23,0,No Failure
8532,55711,L,298.6,309.3,1449,46.5,26,0,No Failure
8533,55712,L,298.6,309.4,1315,55.5,28,0,No Failure
8534,23393,M,298.6,309.4,1465,41.1,30,0,No Failure
8535,23394,M,298.6,309.5,1404,43.3,33,0,No Failure
8536,55715,L,298.6,309.5,1547,44.8,36,0,No Failure
8537,23396,M,298.6,309.5,1426,45.4,38,0,No Failure
8538,55717,L,298.6,309.5,1730,30.2,41,0,No Failure
8539,55718,L,298.5,309.4,1548,37.7,43,0,No Failure
8540,55719,L,298.5,309.4,1517,40.2,45,0,No Failure
8541,55720,L,298.6,309.5,1687,29.3,47,0,No Failure
8542,55721,L,298.5,309.5,1738,25.2,49,0,No Failure
8543,37956,H,298.4,309.4,1512,35.3,51,0,No Failure
8544,23403,M,298.5,309.4,1365,48.7,56,0,No Failure
8545,37958,H,298.5,309.4,2011,21.0,59,0,No Failure
8546,55725,L,298.4,309.3,1806,27.6,64,0,No Failure
8547,55726,L,298.4,309.3,1716,28.4,66,0,No Failure
8548,23407,M,298.4,309.4,1666,24.3,68,0,No Failure
8549,55728,L,298.5,309.4,1578,36.3,71,0,No Failure
8550,55729,L,298.3,309.3,1558,37.2,73,0,No Failure
8551,55730,L,298.3,309.2,1456,45.5,75,0,No Failure
8552,23411,M,298.2,309.1,1457,49.0,77,0,No Failure
8553,55732,L,298.2,309.1,1467,44.5,80,0,No Failure
8554,23413,M,298.1,309.0,1661,38.2,82,0,No Failure
8555,55734,L,298.1,309.0,1592,33.9,85,0,No Failure
8556,55735,L,298.2,309.0,1596,37.2,87,0,No Failure
8557,55736,L,298.2,309.0,1489,40.6,89,0,No Failure
8558,55737,L,298.3,309.0,1471,48.3,91,0,No Failure
8559,23418,M,298.3,309.0,1505,41.3,93,0,No Failure
8560,55739,L,298.3,309.0,1519,40.0,96,0,No Failure
8561,55740,L,298.3,309.0,1408,45.4,98,0,No Failure
8562,55741,L,298.2,308.9,1332,44.4,100,0,No Failure
8563,55742,L,298.1,308.9,1351,52.4,102,0,No Failure
8564,55743,L,298.0,308.9,1500,36.7,104,0,No Failure
8565,23424,M,298.0,308.7,1614,30.7,106,0,No Failure
8566,55745,L,298.0,308.8,1489,36.5,109,0,No Failure
8567,23426,M,297.9,308.7,1751,26.6,111,0,No Failure
8568,55747,L,298.0,308.7,1511,45.8,114,0,No Failure
8569,55748,L,297.9,308.6,1691,29.6,116,0,No Failure
8570,55749,L,297.9,308.6,1757,27.5,118,0,No Failure
8571,37984,H,297.9,308.7,1545,35.9,120,0,No Failure
8572,55751,L,297.9,308.6,2262,15.7,125,0,No Failure
8573,23432,M,297.7,308.5,1559,35.2,127,0,No Failure
8574,55753,L,297.6,308.4,1626,32.4,130,0,No Failure
8575,55754,L,297.6,308.3,1424,53.9,132,0,No Failure
8576,23435,M,297.6,308.3,1648,29.1,134,0,No Failure
8577,55756,L,297.6,308.3,1523,39.5,137,0,No Failure
8578,55757,L,297.6,308.3,1502,43.2,139,0,No Failure
8579,55758,L,297.5,308.2,1489,40.7,141,0,No Failure
8580,23439,M,297.4,308.1,1620,31.2,143,0,No Failure
8581,55760,L,297.5,308.1,1631,30.6,146,0,No Failure
8582,23441,M,297.5,308.0,1429,45.8,148,0,No Failure
8583,23442,M,297.5,308.1,1334,72.0,151,1,Power Failure
8584,55763,L,297.4,308.0,1423,38.0,154,0,No Failure
8585,55764,L,297.4,307.9,1390,47.7,156,0,No Failure
8586,23445,M,297.4,307.9,1338,48.5,158,0,No Failure
8587,38000,H,297.3,307.9,1461,37.5,161,0,No Failure
8588,23447,M,297.4,307.9,1627,34.3,166,0,No Failure
8589,55768,L,297.3,307.8,1385,44.4,169,0,No Failure
8590,23449,M,297.3,307.8,1538,48.0,171,0,No Failure
8591,55770,L,297.4,307.9,1557,35.5,174,0,No Failure
8592,55771,L,297.4,307.9,1606,33.4,176,0,No Failure
8593,23452,M,297.5,308.0,1430,44.5,178,0,No Failure
8594,23453,M,297.4,308.0,1601,34.6,181,0,No Failure
8595,55774,L,297.4,308.0,1356,51.9,184,0,No Failure
8596,23455,M,297.5,308.2,1624,30.9,186,0,No Failure
8597,55776,L,297.5,308.2,1327,56.5,189,0,No Failure
8598,55777,L,297.6,308.3,1410,47.0,191,0,No Failure
8599,55778,L,297.6,308.3,1478,42.3,193,0,No Failure
8600,55779,L,297.6,308.4,1460,40.3,195,0,No Failure
8601,55780,L,297.5,308.3,1435,40.3,197,0,No Failure
8602,38015,H,297.4,308.2,1359,46.9,199,0,No Failure
8603,55782,L,297.4,308.1,1729,31.7,204,0,No Failure
8604,38017,H,297.3,308.0,1384,49.1,206,0,No Failure
8605,55784,L,297.4,308.2,1297,52.1,211,0,No Failure
8606,55785,L,297.5,308.4,1633,33.3,213,0,No Failure
8607,23466,M,297.5,308.4,1505,37.2,215,0,No Failure
8608,55787,L,297.5,308.4,1433,50.0,218,0,No Failure
8609,55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
8610,55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
8611,55790,L,297.4,308.3,1561,38.3,0,0,No Failure
8612,55791,L,297.4,308.3,1472,45.5,2,0,No Failure
8613,55792,L,297.5,308.4,1441,44.5,4,0,No Failure
8614,23473,M,297.5,308.5,1401,50.5,6,0,No Failure
8615,55794,L,297.5,308.5,1691,33.1,9,0,No Failure
8616,55795,L,297.6,308.6,1382,47.1,11,0,No Failure
8617,55796,L,297.6,308.6,1355,46.4,13,0,No Failure
8618,55797,L,297.6,308.6,1529,45.3,15,0,No Failure
8619,55798,L,297.7,308.7,1829,24.9,17,0,No Failure
8620,38033,H,297.6,308.6,1480,39.8,19,0,No Failure
8621,55800,L,297.6,308.5,1475,42.4,24,0,No Failure
8622,23481,M,297.6,308.5,1431,52.6,26,0,No Failure
8623,55802,L,297.5,308.3,1437,42.3,29,0,No Failure
8624,23483,M,297.5,308.3,1476,45.6,31,0,No Failure
8625,38038,H,297.5,308.4,1490,39.7,34,0,No Failure
8626,55805,L,297.4,308.3,1632,33.5,39,0,No Failure
8627,55806,L,297.4,308.2,1402,49.7,41,0,No Failure
8628,55807,L,297.4,308.3,1347,45.8,43,0,No Failure
8629,55808,L,297.5,308.4,1747,31.0,45,0,No Failure
8630,38043,H,297.5,308.5,1557,39.1,47,0,No Failure
8631,55810,L,297.4,308.4,1371,57.4,52,0,No Failure
8632,38045,H,297.3,308.3,1506,37.0,54,0,No Failure
8633,55812,L,297.3,308.3,1590,35.5,59,0,No Failure
8634,55813,L,297.4,308.3,1336,53.7,61,0,No Failure
8635,55814,L,297.3,308.3,1411,43.2,63,0,No Failure
8636,55815,L,297.4,308.3,1704,27.3,65,0,No Failure
8637,55816,L,297.5,308.4,1723,27.3,67,0,No Failure
8638,55817,L,297.5,308.5,1459,39.7,69,0,No Failure
8639,55818,L,297.6,308.5,1572,35.9,71,0,No Failure
8640,55819,L,297.5,308.4,1384,56.0,73,0,No Failure
8641,55820,L,297.6,308.6,1383,47.5,75,0,No Failure
8642,23501,M,297.6,308.5,1360,48.6,77,0,No Failure
8643,23502,M,297.5,308.4,1596,36.6,80,0,No Failure
8644,55823,L,297.5,308.5,1448,54.3,83,0,No Failure
8645,23504,M,297.6,308.5,1443,38.2,85,0,No Failure
8646,23505,M,297.6,308.6,1492,35.5,88,0,No Failure
8647,55826,L,297.5,308.6,1497,43.9,91,0,No Failure
8648,55827,L,297.5,308.5,1530,38.5,93,0,No Failure
8649,23508,M,297.4,308.4,1478,46.2,95,0,No Failure
8650,55829,L,297.4,308.4,1328,61.8,98,0,No Failure
8651,38064,H,297.4,308.3,1771,27.4,100,0,No Failure
8652,23511,M,297.4,308.4,1564,35.0,105,0,No Failure
8653,38066,H,297.3,308.3,1461,41.5,108,0,No Failure
8654,23513,M,297.4,308.3,1335,57.9,113,0,No Failure
8655,23514,M,297.4,308.4,1441,46.8,116,0,No Failure
8656,55835,L,297.3,308.3,1268,60.6,119,0,No Failure
8657,23516,M,297.3,308.3,1697,27.4,121,0,No Failure
8658,55837,L,297.4,308.4,1421,46.0,124,0,No Failure
8659,55838,L,297.4,308.5,1496,36.4,126,0,No Failure
8660,55839,L,297.5,308.5,1375,55.6,128,0,No Failure
8661,55840,L,297.4,308.5,1295,52.1,130,0,No Failure
8662,55841,L,297.4,308.5,1643,33.8,132,0,No Failure
8663,55842,L,297.5,308.6,1514,36.9,134,0,No Failure
8664,55843,L,297.5,308.6,1671,29.4,136,0,No Failure
8665,38078,H,297.5,308.6,1355,58.9,138,0,No Failure
8666,55845,L,297.6,308.7,1365,50.6,143,0,No Failure
8667,55846,L,297.5,308.7,1407,42.5,145,0,No Failure
8668,23527,M,297.5,308.8,1455,46.1,147,0,No Failure
8669,55848,L,297.5,308.8,1502,45.9,150,0,No Failure
8670,23529,M,297.5,308.8,1471,52.3,152,0,No Failure
8671,55850,L,297.5,308.9,1581,30.4,155,0,No Failure
8672,55851,L,297.5,308.8,1530,37.8,157,0,No Failure
8673,55852,L,297.5,308.8,1312,50.3,159,0,No Failure
8674,55853,L,297.4,308.6,1494,42.6,161,0,No Failure
8675,23534,M,297.4,308.6,1528,29.1,163,0,No Failure
8676,38089,H,297.3,308.6,1688,29.4,166,0,No Failure
8677,23536,M,297.3,308.5,1520,42.4,171,0,No Failure
8678,23537,M,297.3,308.5,1664,28.9,174,0,No Failure
8679,55858,L,297.3,308.5,1514,44.5,177,0,No Failure
8680,55859,L,297.3,308.5,1456,54.2,179,0,No Failure
8681,55860,L,297.2,308.5,1494,39.6,181,0,No Failure
8682,55861,L,297.2,308.4,1605,30.0,183,0,No Failure
8683,23542,M,297.2,308.5,1353,46.5,185,0,No Failure
8684,55863,L,297.2,308.5,1447,47.9,188,0,No Failure
8685,55864,L,297.2,308.5,1588,40.4,190,0,No Failure
8686,38099,H,297.2,308.5,1524,41.4,192,0,No Failure
8687,23546,M,297.2,308.5,1611,31.6,197,0,No Failure
8688,23547,M,297.2,308.5,1604,34.9,200,0,No Failure
8689,55868,L,297.1,308.5,1483,46.9,203,0,No Failure
8690,55869,L,297.1,308.4,1543,39.6,205,0,No Failure
8691,55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
8692,55871,L,297.1,308.5,1555,36.2,0,0,No Failure
8693,55872,L,297.1,308.4,1583,31.9,2,0,No Failure
